"","phoneme","grapheme","wi","si","sm","sf","wf"
"64","ɚ","u",5,9,93,0,0
"65","ɚ","u_e",1,0,53,0,0
"66","ɚ","y",0,0,4,0,0
"67","aɪ","a",0,0,0,1,0
"68","aɪ","ae",0,0,0,1,0
"69","aɪ","ai",0,0,0,0,0
"70","aɪ","ai_e",1,0,0,0,0
"71","aɪ","ay",0,0,0,2,0
"72","aɪ","aye",1,0,0,0,0
"73","aɪ","ei",1,0,2,2,0
"74","aɪ","eigh",0,0,2,0,0
"75","aɪ","ey",0,0,0,1,0
"76","aɪ","eye",12,0,1,0,1
"77","aɪ","i",17,0,44,132,2
"78","aɪ","i_e",5,1,253,0,0
"79","aɪ","ia",0,0,2,3,0
"80","aɪ","ie",0,0,7,0,7
"81","aɪ","igh",0,0,38,9,4
"82","aɪ","igh_e",0,0,0,0,0
"83","aɪ","oy",0,0,0,2,0
"84","aɪ","uy",0,0,0,1,2
"85","aɪ","y",0,0,0,31,33
"86","aɪ","y_e",0,0,8,0,0
"87","aɪ","ye",0,0,0,0,4
"88","eɪ","a",16,12,12,185,0
"89","eɪ","a_e",6,22,277,0,0
"90","eɪ","ae",0,0,0,0,1
"91","eɪ","ai",3,1,91,17,0
"92","eɪ","ai_e",1,0,8,0,0
"93","eɪ","aigh",0,0,1,1,0
"94","eɪ","au_e",0,0,1,0,0
"95","eɪ","ay",0,0,2,20,56
"96","eɪ","ay_e",0,0,0,0,0
"97","eɪ","aye",0,0,0,0,0
"98","eɪ","e",0,0,0,2,3
"99","eɪ","e_e",0,0,1,0,0
"100","eɪ","ea",0,0,3,0,1
"101","eɪ","ee",0,0,0,0,0
"102","eɪ","ei",0,0,6,2,0
"103","eɪ","ei_e",0,0,1,0,0
"104","eɪ","eigh",3,0,3,2,3
"105","eɪ","et",0,0,0,0,11
"106","eɪ","ey",0,0,0,1,6
"107","eɪ","ez",0,0,0,1,0
"108","ɑ","a",31,4,225,43,5
"109","ɑ","a_e",1,1,19,0,0
"110","ɑ","aa",1,0,0,0,0
"111","ɑ","aah",0,0,0,0,0
"112","ɑ","ach",0,0,1,0,0
"113","ɑ","ah",0,0,0,0,0
"114","ɑ","au",5,0,3,5,0
"115","ɑ","au_e",0,0,1,0,0
"116","ɑ","aw",1,0,0,2,2
"117","ɑ","e",4,0,2,0,0
"118","ɑ","ea",0,0,5,0,0
"119","ɑ","ho",4,0,0,2,0
"120","ɑ","i",0,0,0,0,0
"121","ɑ","i_e",0,0,1,0,0
"122","ɑ","o",27,5,239,213,0
"123","ɑ","o_e",2,1,14,0,0
"124","ɑ","oh",0,0,0,0,0
"125","ɑ","ou",3,0,0,0,0
"126","ɑ","ow",0,0,0,2,0
"127","b","b",564,315,1,24,76
"128","b","bb",0,28,0,0,1
"129","b","br",0,0,0,0,1
"130","b","pb",0,2,0,0,0
"131","ɔ","a",6,0,65,10,0
"132","ɔ","a_e",0,0,0,0,0
"133","ɔ","ao",0,0,1,0,0
"134","ɔ","au",16,0,18,5,0
"135","ɔ","au_e",0,0,10,0,0
"136","ɔ","augh",0,0,4,4,0
"137","ɔ","aw",2,0,16,6,23
"138","ɔ","awe",1,0,2,0,0
"139","ɔ","eo",0,0,0,0,0
"140","ɔ","eo_e",0,0,0,0,0
"141","ɔ","hau",0,2,0,0,0
"142","ɔ","o",32,1,192,43,0
"143","ɔ","o_e",2,0,47,0,0
"144","ɔ","oa",1,0,12,0,0
"145","ɔ","oa_e",0,0,2,0,0
"146","ɔ","oo",0,0,12,1,0
"147","ɔ","oo_e",0,0,0,0,0
"148","ɔ","ou",0,0,14,0,0
"149","ɔ","ou_e",0,0,2,0,0
"150","ɔ","ough",1,0,6,0,0
"151","tʃ","c",6,1,0,0,0
"152","tʃ","cc",0,0,0,0,0
"153","tʃ","ch",94,26,2,6,83
"154","tʃ","ci",0,0,0,0,0
"155","tʃ","t",0,52,0,0,0
"156","tʃ","tch",0,9,0,2,33
"157","tʃ","ti",0,4,0,0,0
"158","d","d",429,377,22,84,484
"159","d","dd",0,31,1,1,2
"160","d","ddh",0,0,0,0,0
"161","d","ed",0,0,0,0,19
"162","d","ld",0,0,0,0,3
"163","ð","th",18,40,5,2,11
"164","ə","_e",0,2,210,0,0
"165","ə","a",171,64,191,215,96
"166","ə","a_e",0,9,35,0,0
"167","ə","ae",0,0,0,0,0
"168","ə","ah",0,0,0,0,2
"169","ə","ai",0,0,9,1,0
"170","ə","au",1,0,0,0,0
"171","ə","au_e",0,0,1,0,0
"172","ə","e",6,30,351,132,2
"173","ə","e_e",0,9,25,0,0
"174","ə","ea",0,0,3,0,1
"175","ə","ea_e",0,0,1,0,0
"176","ə","ei",0,0,2,0,0
"177","ə","eo",0,0,4,0,0
"178","ə","eou",0,0,2,0,0
"179","ə","ha",0,1,0,0,0
"180","ə","he",0,1,0,0,0
"181","ə","hi",0,1,0,0,0
"182","ə","ho",0,0,0,1,0
"183","ə","i",0,5,52,173,0
"184","ə","i_e",0,0,20,0,0
"185","ə","ia",0,0,0,2,3
"186","ə","ia_e",0,0,0,0,0
"187","ə","ie",0,0,7,0,0
"188","ə","o",15,20,291,188,0
"189","ə","o_e",0,0,7,0,0
"190","ə","oi",0,0,0,2,0
"191","ə","oi_e",0,0,1,0,0
"192","ə","on",0,0,0,1,0
"193","ə","ou",0,20,30,4,0
"194","ə","u",2,16,100,30,0
"195","ə","u_e",0,0,6,0,0
"196","ə","ua",0,0,0,2,0
"197","ə","ui",0,0,2,0,0
"198","ə","y",0,0,1,6,0
"199","ɛ","a",11,3,1,70,0
"200","ɛ","a_e",0,0,34,0,0
"201","ɛ","aa",0,0,0,0,0
"202","ɛ","ae",2,0,0,0,0
"203","ɛ","ah",0,0,0,0,0
"204","ɛ","ai",6,0,24,5,0
"205","ɛ","ai_e",0,0,1,0,0
"206","ɛ","ay",0,0,0,0,0
"207","ɛ","aye",0,0,1,0,0
"208","ɛ","e",117,10,483,298,0
"209","ɛ","e_e",9,4,52,0,0
"210","ɛ","ea",0,0,50,31,0
"211","ɛ","ea_e",0,0,1,0,0
"212","ɛ","eh",0,0,0,0,0
"213","ɛ","ei",0,0,2,2,0
"214","ɛ","eo",0,0,0,2,0
"215","ɛ","hei",1,0,0,0,0
"216","ɛ","ie",0,0,5,0,0
"217","ɛ","u",0,0,0,3,0
"218","f","f",418,163,34,15,54
"219","f","ff",0,58,1,2,26
"220","f","ft",0,1,0,0,0
"221","f","gh",0,1,1,1,7
"222","f","lf",0,0,0,0,2
"223","f","ph",17,32,5,0,8
"224","f","pph",0,1,0,0,0
"225","g","g",283,186,1,22,72
"226","g","gg",0,33,0,3,1
"227","g","gh",5,1,0,0,0
"228","g","gu",8,3,0,0,8
"229","dʒ","d",0,17,0,0,0
"230","dʒ","dg",0,3,0,1,24
"231","dʒ","di",0,1,0,0,0
"232","dʒ","dj",0,2,0,0,0
"233","dʒ","g",30,93,2,3,90
"234","dʒ","gg",0,2,0,0,0
"235","dʒ","gi",0,4,0,0,0
"236","dʒ","j",97,19,0,0,0
"237","gz","x",0,0,0,13,0
"238","h","h",304,57,0,0,0
"239","h","j",0,0,0,0,0
"240","h","wh",5,0,0,0,0
"241","i","a",0,0,0,0,0
"242","i","ae",0,0,0,0,1
"243","i","ay",0,0,0,0,1
"244","i","e",23,2,1,126,20
"245","i","e_e",2,0,14,0,0
"246","i","ea",11,0,108,66,7
"247","i","ea_e",2,0,17,0,0
"248","i","ee",1,0,97,42,27
"249","i","ee_e",0,0,13,0,0
"250","i","ei",1,0,5,4,0
"251","i","ei_e",0,0,3,0,0
"252","i","eo",0,0,0,1,0
"253","i","ey",0,0,1,5,22
"254","i","i",0,3,4,124,15
"255","i","i_e",0,4,26,0,0
"256","i","ie",0,1,28,4,21
"257","i","ie_e",0,0,9,0,0
"258","i","is",0,0,0,0,1
"259","i","oe",0,0,0,1,0
"260","i","y",0,4,0,21,507
"261","j","i",0,6,19,0,0
"262","j","ill",0,1,0,0,0
"263","j","j",0,0,1,0,0
"264","j","ll",0,1,0,0,0
"265","j","y",41,8,3,0,0
"266","jɚ","u",0,0,1,0,0
"267","jɚ","u_e",0,0,4,0,0
"268","jə","u",0,0,0,15,0
"269","jə","ua",0,1,0,0,0
"270","ju","eau",0,0,0,2,0
"271","ju","eu",3,0,1,1,0
"272","ju","eue",0,0,0,0,1
"273","ju","ew",0,0,0,0,5
"274","ju","ewe",1,0,0,0,0
"275","ju","hu",1,0,0,0,0
"276","ju","ou",0,0,0,0,0
"277","ju","u",13,2,1,64,1
"278","ju","u_e",4,1,25,0,0
"279","ju","ua",0,1,0,0,0
"280","ju","ue",0,0,1,0,9
"281","ju","ugh",0,0,0,0,0
"282","ju","ui",0,0,0,1,0
"283","ju","ut",0,0,0,0,1
"284","ju","uu",0,0,1,0,0
"285","jʊ","eu",0,0,0,0,0
"286","jʊ","u",4,0,0,8,0
"287","jʊ","u_e",0,0,3,0,0
"288","k","c",575,246,156,105,74
"289","k","cc",0,22,0,0,0
"290","k","cch",0,1,0,0,0
"291","k","ch",16,17,15,2,7
"292","k","ck",0,74,5,14,94
"293","k","cq",0,4,0,0,0
"294","k","k",46,95,39,22,218
"295","k","kh",1,0,0,0,0
"296","k","kk",0,0,0,0,0
"297","k","lk",0,2,1,0,11
"298","k","q",37,18,20,0,0
"299","k","qu",3,8,1,0,11
"300","k","x",0,0,0,8,0
"301","ks","x",0,0,6,61,38
"302","kʃ","x",0,0,0,3,0
"303","kʃ","xi",0,0,0,1,0
"304","l","l",293,402,677,126,639
"305","l","ll",0,121,3,17,100
"306","l","sl",0,1,0,0,2
"307","m","gm",0,0,0,0,0
"308","m","lm",0,1,0,0,3
"309","m","m",386,340,93,166,246
"310","m","mb",0,1,0,0,14
"311","m","mm",0,49,0,0,0
"312","m","mn",0,0,0,0,5
"313","m","thm",0,0,0,0,0
"314","n","dn",0,0,0,0,0
"315","n","gn",3,2,0,1,10
"316","n","kn",22,2,0,0,0
"317","n","ln",0,0,0,0,0
"318","n","mn",1,0,0,0,0
"319","n","n",143,486,566,542,722
"320","n","nn",0,46,2,0,3
"321","n","pn",2,0,0,0,0
"322","ŋ","n",0,0,70,67,0
"323","ŋ","nd",0,0,0,1,0
"324","ŋ","ng",0,0,15,16,242
"325","ŋ","ngu",0,0,0,0,3
"326","nj","gn",0,1,0,0,0
"327","nj","n",0,2,0,0,0
"328","oʊ","aoh",0,0,0,0,1
"329","oʊ","au",0,0,0,1,0
"330","oʊ","au_e",0,0,2,0,0
"331","oʊ","aux",0,0,0,0,1
"332","oʊ","eau",0,0,0,0,4
"333","oʊ","eaux",0,0,0,0,0
"334","oʊ","eou",0,0,0,0,0
"335","oʊ","ew",0,0,1,1,0
"336","oʊ","o",19,5,57,156,71
"337","oʊ","o_e",0,3,141,0,0
"338","oʊ","oa",4,0,48,10,1
"339","oʊ","oa_e",0,0,0,0,0
"340","oʊ","oe",0,0,3,1,8
"341","oʊ","oh",0,0,0,0,0
"342","oʊ","oo",0,0,1,0,0
"343","oʊ","os",0,0,0,0,0
"344","oʊ","ot",0,0,0,0,1
"345","oʊ","ou",0,0,5,0,0
"346","oʊ","ou_e",0,0,1,0,0
"347","oʊ","ough",0,1,0,1,6
"348","oʊ","ow",2,0,10,16,42
"349","oʊ","owe",1,0,0,0,0
"350","aʊ","ao",0,0,0,0,0
"351","aʊ","au",0,0,1,1,0
"352","aʊ","ho",1,0,0,0,0
"353","aʊ","hou",1,0,0,0,0
"354","aʊ","o",3,0,0,5,0
"355","aʊ","ou",17,1,79,5,0
"356","aʊ","ou_e",1,0,28,0,0
"357","aʊ","ough",0,0,1,0,2
"358","aʊ","ow",1,0,22,22,16
"359","aʊ","ow_e",0,0,1,0,0
"360","aʊ","owe",0,0,0,0,0
"361","p","bp",0,1,0,0,0
"362","p","gh",0,0,0,0,1
"363","p","p",566,288,182,56,238
"364","p","pp",0,73,2,1,0
"365","ɹ","lo",0,0,0,1,0
"366","ɹ","o",0,0,0,0,0
"367","ɹ","or",0,0,1,0,0
"368","ɹ","r",372,285,1407,643,869
"369","ɹ","ra",0,0,0,1,0
"370","ɹ","rh",7,0,0,0,0
"371","ɹ","ro",0,0,1,0,0
"372","ɹ","rps",0,0,0,0,1
"373","ɹ","rr",0,80,0,8,4
"374","ɹ","rrh",0,2,0,1,1
"375","ɹ","rt",0,0,0,1,0
"376","ɹ","wr",30,4,1,0,0
"377","s","c",42,142,3,11,154
"378","s","es",0,0,0,0,4
"379","s","ps",5,0,0,0,0
"380","s","s",965,422,167,41,247
"381","s","sc",6,10,0,0,3
"382","s","ss",0,82,2,4,137
"383","s","st",0,14,0,1,0
"384","s","sw",1,1,0,0,0
"385","s","ts",0,0,0,0,0
"386","s","tz",0,0,0,0,1
"387","s","z",0,5,0,0,3
"388","ʃ","c",0,6,0,2,0
"389","ʃ","ch",12,4,0,0,9
"390","ʃ","chs",0,1,0,0,0
"391","ʃ","ci",0,23,0,0,0
"392","ʃ","s",2,3,0,0,0
"393","ʃ","sc",0,1,0,0,0
"394","ʃ","sch",2,1,0,0,0
"395","ʃ","sci",0,2,0,0,0
"396","ʃ","sh",108,48,4,10,88
"397","ʃ","shh",0,0,0,0,0
"398","ʃ","shi",0,2,0,0,0
"399","ʃ","si",0,7,0,0,0
"400","ʃ","ss",0,5,0,0,0
"401","ʃ","ssi",0,13,0,0,0
"402","ʃ","t",0,8,0,0,0
"403","ʃ","ti",0,142,0,0,0
"404","ʃ","xi",0,0,0,0,0
"405","t","bt",0,3,0,0,2
"406","t","ct",0,0,0,0,1
"407","t","d",0,0,0,0,1
"408","t","dt",0,0,0,0,0
"409","t","ed",0,0,0,0,22
"410","t","pt",1,0,2,0,1
"411","t","t",379,658,379,95,1084
"412","t","th",1,1,0,0,0
"413","t","tt",0,109,0,1,13
"414","t","z",0,0,0,1,0
"415","θ","th",73,34,0,19,69
"416","θ","tth",0,0,0,0,0
"417","ts","z",0,0,0,0,0
"418","u","eu",0,0,1,4,0
"419","u","eu_e",0,0,2,0,0
"420","u","ew",0,0,7,5,20
"421","u","ewe",0,0,2,0,0
"422","u","ieu",0,0,0,1,0
"423","u","ioux",0,0,0,0,0
"424","u","o",0,0,3,7,6
"425","u","o_e",0,0,8,0,0
"426","u","oe",0,0,0,3,3
"427","u","oo",1,0,110,31,14
"428","u","oo_e",1,0,10,0,0
"429","u","ooh",0,0,0,0,0
"430","u","ou",0,0,5,11,2
"431","u","ou_e",0,0,4,0,0
"432","u","ough",0,0,0,0,1
"433","u","oup",0,0,0,0,1
"434","u","ous",0,0,0,0,1
"435","u","u",0,1,4,67,3
"436","u","u_e",0,0,45,0,0
"437","u","ua",0,0,1,0,0
"438","u","ue",0,0,3,2,13
"439","u","ui",0,0,7,3,0
"440","u","ui_e",0,0,4,0,0
"441","u","wo",0,0,0,0,1
"442","ʊ","eu",0,0,2,0,0
"443","ʊ","o",0,0,3,1,0
"444","ʊ","oo",0,0,53,11,0
"445","ʊ","ou",0,0,5,3,0
"446","ʊ","ow",0,0,0,0,1
"447","ʊ","u",0,0,28,18,0
"448","ʊ","u_e",0,0,6,0,0
"449","ʊ","uo",0,0,0,1,0
"450","v","f",0,0,0,0,1
"451","v","lv",0,0,0,0,3
"452","v","ph",0,0,0,0,0
"453","v","v",114,253,17,25,123
"454","v","vv",0,1,0,0,0
"455","w","ju",0,1,0,0,0
"456","w","o",3,4,2,0,0
"457","w","ou",0,0,0,0,0
"458","w","u",0,4,92,0,0
"459","w","w",211,49,76,0,0
"460","w","wh",37,6,1,0,0
"461","z","cs",0,0,0,0,0
"462","z","cz",1,0,0,0,0
"463","z","ds",0,0,0,0,0
"464","z","es",0,0,0,2,20
"465","z","s",0,103,11,18,210
"466","z","si",0,0,0,2,0
"467","z","ss",0,4,0,0,0
"468","z","ts",1,0,0,0,0
"469","z","tz",0,0,0,0,0
"470","z","x",0,1,0,0,0
"471","z","z",17,28,0,0,42
"472","z","zz",0,10,0,1,4
"473","ʒ","g",0,0,0,0,7
"474","ʒ","j",0,0,0,0,0
"475","ʒ","s",0,11,0,2,0
"476","ʒ","si",0,7,0,0,0
"477","ʒ","ti",0,0,0,0,0
"478","ʒ","z",0,1,0,0,0
